Week_Start_Date,Week_End_Date,Avg Max Temp (°C),Avg Min Temp (°C),Avg Apparent Max Temp (°C),Avg Apparent Min Temp (°C),Total Precipitation (mm),Avg Wind Speed (km/h),Avg Daylight Duration (hours),Avg Sunrise Time,Avg Sunset Time
2024-04-29,2024-05-06,34.1875,22.5125,38.6625,27.2,16.3,14.1875,12.39375,352,1095
2024-05-06,2024-05-13,31.525,23.0125,36.8125,27.4875,97,11.925,12.4291666666667,350,1096
2024-05-13,2024-05-20,28.175,22.35,33.025,26.4125,112.1,11.9625,12.4604166666667,349,1097
2024-05-20,2024-05-27,26.0625,22.7625,29.65,25.325,131.8,22.6875,12.4916666666667,349,1098
2024-05-27,2024-06-03,27.5375,22.675,32.125,26.575,94.2,16.45,12.51875,349,1100
2024-06-03,2024-06-10,28.375,21.2875,32.975,24.925,11.2,17.3875,12.53125,349,1101
2024-06-10,2024-06-17,28.2,21.9625,31.85,25.525,7.5,19.2625,12.5395833333333,351,1103
2024-06-17,2024-06-24,27.725,21.9625,30.8375,24.8625,35.2,21.2875,12.5458333333333,352,1105
2024-06-24,2024-07-01,27.275,20.9125,30.6625,23.5875,35,19.525,12.5416666666667,354,1106
2024-07-01,2024-07-08,27.4875,21.1625,31.3625,24.5125,29.4,17.2375,12.53125,355,1107
2024-07-08,2024-07-15,27,21.725,29.875,24.2875,45.6,19.8625,12.5145833333333,357,1108
2024-07-15,2024-07-22,27.0875,22.2,30.0375,24.65,55.1,22.875,12.4916666666667,358,1108
2024-07-22,2024-07-29,28.26,22.1,31.34,24.56,28.5,23.12,12.46,359,1107
2024-07-29,2024-08-05,27.64,21.69,31.4,24.67,24.9,19.16,12.43,360,1106
2024-08-05,2024-08-12,28.08,20.94,32.09,24.28,67.5,15.71,12.39,361,1104
2024-08-12,2024-08-19,27.44,21.25,32.1,24.94,85.9,14.71,12.35,361,1101
2024-08-19,2024-08-26,27.71,20.52,31.64,23.63,21.1,17,12.31,360,1099
2024-08-26,2024-09-02,27.24,21.05,30.29,23.9,29.8,20.14,12.26,359,1095
2024-09-02,2024-09-09,26.99,21.46,30.16,24.36,38.2,20.71,12.22,358,1092
2024-09-09,2024-09-16,28.19,21.35,31.49,24.62,16.8,20.81,12.18,357,1088
2024-09-16,2024-09-23,28.21,21.04,30.9,23.89,16.2,20.94,12.13,356,1084
2024-09-23,2024-09-30,29.25,21.4,33.56,24.39,30.4,17.28,12.08,355,1080
